id,artist,title,year,medium,dimensions,object_id,file_name
3158,"Crane, Barbara","People of the North Portal",1970,"Gelatin silver print","paper: 10 3/4 in x 13 3/4 in",1986:232.18,1986_232_18.JPG
3159,"Carrillo, Manuel",Untitled,n.d.,"Gelatin silver print","paper: 8 in x 10 in",1988:10,1988_10.jpg
3160,"Hales, Peter Bacon","Cocktail Party and Silent Auction, Midwinter Ball, Drake Hotel, Chicago, from Changing Chicago",1988,"Gelatin silver print","paper: 16 in x 20 in",1995:325,1995_325.jpg
3161,"Morgan, Barbara","Doris Humphrey: Shakers","1938; printed 1980","Gelatin silver print","paper: 16 in x 20 in",2000:11,2000_11.jpg
3162,"Morgan, Barbara","Martha Graham: Lamentation","1935; printed 1980","Gelatin silver print","paper: 20 in x 16 in",2000:12,2000_12.jpg
3163,"Morgan, Barbara","Charles Weidman: On my Mother's Side","1944; printed 1980","Gelatin silver print","paper: 16 in x 20 in",2000:13,2000_13.jpg
3164,"Morgan, Barbara","Martha Graham: El Penitente (Solo-Hawkins)","1940; printed 1980","Gelatin silver print","image: 17 3/16 in x 13 1/2 in; paper: 20 in x 16 in",1982:38,1982_38.jpg
3165,"Peck, Mary","Acropolis, From "Temples of Greece"" Portfolio"",1979,"Gelatin silver print","image (contact print): 4 in x 5 in; paper: 4 3/16 in x 5 5/16 in",1982:42,1982_42.JPG
3166,"Peck, Mary","Sanctuary, From "Temples of Greece"" Portfolio"",1979,"Gelatin silver print","image (contact print): 3 1/2 in x 4 3/8 in; mat: 14 in x 11 in; paper: 4 3/16 in x 5 3/16 in",1982:43,1982_43.JPG
3167,"Peck, Mary","Stoa From "Temples of Greece"" Portfolio"",1979,"Gelatin silver print","image (contact print): 4 in x 5 in; mat: 14 in x 11 in; paper: 4 1/8 in x 5 1/8 in",1982:46,1982_46.JPG
3168,"Peck, Mary","Temple of Apollo, From "Temples of Greece"" Portfolio"",1979,"Gelatin silver print","image (contact print): 4 in x 5 in; mat: 14 in x 11 in; paper: 4 1/8 in x 5 1/4 in",1982:47,1982_47.JPG
3169,"Walker, Todd","Untitled, from "Todd Walker"" Portfolio"","n.d., portfolio 1978","Screen print","image: 9 in x 6 in; paper: 13 in x 10 in",1984:99.1,1984_99_1.jpg
3170,"Walker, Todd","Untitled, from "Todd Walker"" Portfolio"","n.d., portfolio 1978","Screen print","image: 7 1/8 in x 9 1/2 in; paper: 13 in x 10 in",1984:99.3,1984_99_3.jpg
3171,"Walker, Todd","Untitled, from "Todd Walker"" Portfolio"","n.d., portfolio 1978","Screen print","image: 8 1/2 in x 6 1/2 in; paper: 13 in x 10 in",1984:99.4,1984_99_4.jpg
3172,"Walker, Todd","Untitled, from "Todd Walker"" Portfolio"","n.d., portfolio 1978","Screen print","image: 7 1/4 in x 4 7/8 in; paper: 13 in x 10 in",1984:99.5,1984_99_5.jpg
3173,"Walker, Todd","Untitled, from "Todd Walker"" Portfolio"","n.d., portfolio 1978","Screen print","image: 5 1/2 in x 8 1/2 in; paper: 13 in x 10 in",1984:99.6,1984_99_6.jpg
3174,"Dahl-Wolfe, Louise","Rubber Bathing Suit, California",1940,"Gelatin silver print","paper: 14 in x 11 in",1986:119,1986_119.jpg
3175,"Crane, Barbara","People of the North Portal",1970,"Gelatin silver print","paper: 23 3/4 in x 19 3/4 in",1986:232.160,1986_232_160.JPG
3176,"Crane, Barbara","People of the North Portal",1970-1971,"Gelatin silver print","paper: 23 3/4 in x 19 3/4 in",1986:232.161,1986_232_161.JPG
3177,"North, Kenda",Untitled,1975,"Dye imbibition print","image: 10 7/8 in x 7 1/4 in; mat: 20 in x 16 in; paper: 11 in x 14 in",1980:7,1980_7.jpg
3178,"Mulvany, John",Untitled,1985,"Gelatin silver print","image: 10 in x 9 15/16 in; paper: 11 in x 14 in",1990:21,1990_21.jpg
3179,"Mancini, Salvatore","Journey's portfolio","n.d., portfolio 1983","Gelatin silver print",,1987:94.1-10,1987_94_1-10.JPG
3180,"Dahl-Wolfe, Louise","Nude in Pool",n.d.,"Gelatin silver print","paper: 14 in x 11 in",1986:120,1986_120.jpg
3181,"Crane, Barbara","People of the North Portal",1970,"Gelatin silver print","paper: 19 7/8 in x 15 1/2 in",1986:232.136,1986_232_136.JPG
3182,"Crane, Barbara","People of the North Portal",1970,"Gelatin silver print","paper: 19 7/8 in x 15 1/2 in",1986:232.144,1986_232_144.JPG
3183,"Crane, Barbara","People of the North Portal",1970,"Gelatin silver print","paper: 19 7/8 in x 15 1/2 in",1986:232.145,1986_232_145.JPG
3184,"Fielding, Jed","Naples #886",1990,"Gelatin silver print","paper: 16 in x 20 in",1992:17,1992_17.jpg
3185,"Crane, Barbara","People of the North Portal",1970,"Gelatin silver print","paper: 15 1/2 in x 19 7/8 in",1986:232.148,1986_232_148.JPG
3186,"Crane, Barbara","People of the North Portal",1970-1971,"Gelatin silver print","paper: 19 3/4 in x 15 3/4 in",1986:232.154,1986_232_154.JPG
3187,"Dahl-Wolfe, Louise","Mary Jane Russell on Leopard Sofa, Paris",1951,"Gelatin silver print","paper: 16 in x 20 in",1986:199,1986_199.JPG
3188,"Crane, Barbara","People of the North Portal",1970,"Gelatin silver print","paper: 23 3/4 in x 19 3/4 in",1986:232.162,1986_232_162.JPG
3189,"Greene, Myra","Untitled #62, from the "Character Recognition"" series"",2007,Ambrotype,"overall: 3 in x 4 in",2008:12,2008_12.jpg
3190,"Allen, Harold","Salon, Dewes Mansion, Chicago, from the Historic American Buildings Survey","1964, printed 1981","Gelatin silver print","image: 17 1/2 in x 13 15/16 in; mat: 24 in x 20 in; paper: 20 in x 16 in",1981:136,1981_136.jpg
3191,"Allen, Harold","Church and Cross, Chilili, New Mexico","1955, printed 1981","Gelatin silver print","image: 17 15/16 in x 13 15/16 in; mat: 24 1/8 in x 20 in; paper: 20 in x 16 in",1981:138,1981_138.jpg
3192,"Allen, Harold","Sunstone and Gate, Nauvoo, Illinois","1960, printed 1981","Gelatin silver print","mat: 20 in x 24 in; paper: 20 in x 16 in",1981:140,1981_140.jpg
3193,"Allen, Harold","Marble Dog, Mount Auburn Cemetery, Boston","1960, printed 1981","Gelatin silver print","image: 13 15/16 in x 17 7/8 in; mat: 20 in x 16 in; paper: 16 IN x 20 IN",1981:141,1981_141.jpg
3194,"Shay, Arthur","Hefner & Marilyn Monroe",n.d.,"Gelatin silver print","image: 9 1/4 in x 13 1/4 in; paper: 11 in x 14 in",1984:28,1984_28.jpg
3195,"Carrillo, Manuel","Mexico City, D.F., from the "M. Carrilo"" portfolio"",1961,"Gelatin silver print","paper: 14 in x 11 in",1988:6.2,1988_6_2.JPG
3196,"Siegel, Arthur","Untitled, From "Institute of Design Student Independent"" Portfolio"",1971,"Gelatin silver print","board: 11 in x 14 in; image/paper: 11 in x 14 in",1981:185.15,1981_185_15.JPG
3197,"Bowers, Harry",Untitled,1981,"Chromogenic development print","paper: 20 in x 16 in",1986:229,1986_229.jpg
3198,"Crane, Barbara","People of the North Portal",1970-1971,"Gelatin silver print","paper: 19 7/8 in x 15 1/2 in",1986:232.137,1986_232_137.JPG
3199,"Crane, Barbara","People of the North Portal",1970,"Gelatin silver print","paper: 19 7/8 in x 15 1/2 in",1986:232.146,1986_232_146.JPG
3200,"Divola, John","Southern California, from the "Zuma"" series and the ""New California Views"" portfolio"",1978,"Chromogenic development print","image: 9 13/16 in x 12 in; mat: 16 in x 20 in; paper: 11 in x 14 in",1980:59,1980_59.jpg
3201,"Manual (Suzanne Bloom and Ed Hill)",Maple/PCB,1992,"Gelatin silver print; Mixed media","overall: 54 1/4 in x 32 1/4 in x 16 1/8 in","1994:49.a,b",1994_49a_b.jpg
3202,"Manual (Suzanne Bloom and Ed Hill)",Maple/PCB,1992,"Gelatin silver print; Mixed media","overall: 54 1/4 in x 32 1/4 in x 16 1/8 in","1994:49.a,b",1994_49a_b.jpg
3203,"Demachy, Robert","Portrait, Mille. D.","October 1906","Gum halftone","image: 8 1/8 in x 6 in; mat: 19 3/4 in x 15 5/8 in; paper: 11 7/8 in x 8 1/4 in",1982:100,1982_100.jpg
3204,"Ishimoto, Yasuhiro","Untitled, from "Chicago"," Chicago"""",1958-1961,"Gelatin silver print","image: 7 1/8 in x 10 in; paper: 11 in x 14 in",1981:109
3205,"Cheek, Vernon",Untitled,1990,"Chromogenic development print","image: 16 in x 16 in; paper: 20 in x 16 in",1990:30.1,1990_30_1.jpg
3206,"Djurich, Milosh",Untitled,n.d.,"Gelatin silver print","paper: 14 in x 11 in",1987:15,1987_15.jpg
3207,"Blair, J.","National Farmers Bank",n.d.,"Gelatin silver print","image: 8 15/16 in x 7 5/8 in; paper: 10 in x 8 in",1983:69,1983_69.jpg
3208,"Boruch, Michael","Condemned Birdhouse, from "A Year in Chicago's Grant Park"""",1984,"Chromogenic development print","image: 6 7/8 in x 8 7/8 in; paper: 8 in x 10 in",1985:25,1985_25.jpg
3209,"Carrillo, Manuel","San Miguel Allende, Guanajuato",1960,"Gelatin silver print","paper: 8 in x 10 in",1988:34,1988_34.jpg
3210,"Bowers, Harry","No. 2, From the Dance of Life Suite",1978,"Chromogenic development print","paper: 20 in x 16 in",1986:231,1986_231.jpg
3211,"Carrillo, Manuel",Untitled,n.d.,"Gelatin silver print","paper: 8 in x 10 1/8 in",1988:13,1988_13.jpg
3212,"Carrillo, Manuel",Untitled,n.d.,"Gelatin silver print","image: 7 9/16 in x 9 9/16 in; paper: 8 in x 10 in",1981:226,1981_226.jpg
3213,"Carrillo, Manuel",Untitled,n.d.,"Gelatin silver print","paper: 10 in x 8 in",1988:12,1988_12.jpg
3214,"Brabee, Kurt","Within the Wiggly World One Hears the Quiet Applause of Self Indulgence",1984,"Chromogenic development print","image: 23 1/2 in x 19 3/4 in; paper: 27 1/2 in x 35 1/2 in",1984:93,"1984_93 copy.jpg"
3215,"Brabbee, Kurt","Untitled, From a Year in Chicago's Grant Park",n.d.,"Chromogenic development print; Acrylic paint; Mixed media","paper: 16 in x 20 in",1987:82,1987_82.jpg
3216,"Alvarez Bravo, Manuel","El Perro Viente, from the "Manuel Alvarez Bravo"" portfolio"","1958; portfolio 1977","Gelatin silver print","image: 7 9/16 in x 8 13/16 in; paper: 8 in x 10 in",1982:295.6,1982_295_6.JPG
3217,"Alvarez Bravo, Manuel","Margarita de Bonompak, from the "Manuel Alvarez Bravo"" portfolio"","1949; portfolio 1977","Gelatin silver print","image: 9 1/2 in x 7 1/2 in; paper: 10 in x 8 in",1982:295.7,1982_295_7.JPG
3218,"Alvarez Bravo, Manuel","Diá de Todos los Muertos, from the "Manuel Alvarez Bravo"" portfolio"","1933; portfolio 1977","Gelatin silver print","image: 9 1/2 in x 7 in; paper: 10 in x 8 in",1982:295.8,1982_295_8.JPG
3219,"Alvarez Bravo, Manuel","Cruce de Chalma, from the "Manuel Alvarez Bravo"" portfolio"","1942; portfolio 1977","Gelatin silver print","image: 9 7/16 in x 6 3/4 in; paper: 10 in x 8 in",1982:295.11,1982_295_11.JPG
3220,"Shapiro, Carla",Untitled,1992-1994,"Platinum print",,1994:38,1994_38.jpg
3221,"Erwitt, Elliott","The Alchan Edition","n.d., portfolio 1980","Gelatin silver print",,1983:35.1-15,"1983_35_b copy.jpg"
3222,"Noggle, Anne","Judy Tretheway, from the "Seattle People"" series"",1982,"Gelatin silver print","image: 16 1/8 in x 11 in; paper: 17 in x 14 in",1982:372,1982_372.JPG
3223,"Steiner, Ralph",Untitled,n.d.,"Gelatin silver print","paper: 3 9/16 in x 4 7/8 in",1989:106,1989_106.jpg
3224,"Noggle, Anne","Catherine Munter, from the "Seattle Faces"" series"",1982,"Gelatin silver print","image: 11 7/16 in x 16 3/16 in; paper: 14 in x 17 in",1982:378,1982_378.JPG
3225,"Walker, Todd","Untitled, from "Todd Walker"" Portfolio"","n.d., portfolio 1978","Screen print","image: 4 3/4 in x 7 1/2 in; paper: 13 in x 10 in",1984:99.7,1984_99_7.jpg
3226,"Walker, Todd","Untitled, from "Todd Walker"" Portfolio"","n.d., portfolio 1978","Screen print","image: 4 1/2 in x 3 3/4 in; paper: 13 in x 10 in",1984:99.8,1984_99_8.jpg
3227,"Thall, Bob","U.S. 12, West Gary, Indiana, from Changing Chicago",1986,"Gelatin silver print","paper: 16 in x 20 in",1995:16,1995_11.jpg
3228,"Thall, Bob","106th and Torrence, Chicago, from Changing Chicago",1986,"Gelatin silver print","paper: 16 in x 20 in",1995:17,1995_17.jpg
3229,"Frederking, William","Untitled (Frederking Children)",1993,"Dye imbibition print",,1993:57,"1993_57 copy.jpg"
3230,"Thall, Bob","Vews S.W. 97th Street East of Skyway, Chicago, from Changing Chicago",1986,"Gelatin silver print","paper: 16 in x 20 in",1995:21,1995_21.jpg
3231,"Thall, Bob","Vic Mackinaw and 83rd, Chicago, from Changing Chicago",1986,"Gelatin silver print","paper: 16 in x 20 in",1995:22,1995_22.jpg
3232,"Steiner, Ralph",Untitled,n.d.,"Gelatin silver print","paper: 4 5/8 in x 3 5/8 in",1989:105,1989_105.jpg
3233,"Hahn, Betty","Visual Autobiography, from the "Colors"" portfolio"",1975,"Offset lithograph","paper: 16 in x 20 in",1980:91.25,1980_91_25.JPG
3234,"Henkel, James","Visual Autobiography, from the "Colors"" portfolio"",1975,"Offset lithograph","paper: 16 in x 20 in",1980:91.40,1980_91_40.JPG
3235,"Duffy, F.",Untitled,n.d.,"Gelatin silver print","paper: 6 1/2 in x 4 3/8 in",1988:179,"1988_179 copy.jpg"
3236,"McKinney, Rhondal","Untitled #8, from Changing Chicago",1988,"Gelatin silver print","paper: 8 in x 10 in",1995:149,1995_149.jpg
3237,"Dapogny, David","Untitled, from Changing Chicago",1987,"Gelatin silver print","mat: 20 in x 24 in; paper: 16 in x 20 in",1995:269,"1995_269 copy.jpg"
3238,"Clark, Larry",Tulsa,n.d.,"Gelatin silver print","paper: 11 in x 14 in","EL1981:45.1-50  (withdrawn)",
3239,"Cowin, Eileen","Untitled #148",1988,"Silver dye bleach print","frame: 41 1/2 in x 31 1/2 in; paper: 40 in x 30 in",1994:57.1,1994_57a.jpg
3240,"Peress, Gilles","Bloody Sunday, One Minute before British Paratroop Fires",1972,"Gelatin silver print","frame: 32 1/2 in x 44 in x 2 in; image: 23 1/2 in x 35 5/16 in",1994:45,1994_45.jpg
3241,"Johnson, Michael","Partridge Breast, from the "Botanical Garden"" series"","March 1977, printed MARCH 1979","Gelatin silver print","board: 14 in x 18 in; paper: 10 in x 8 in",1991:36,1991_36.jpg
3242,"Johnson, Michael","Amaryllis #1, from the "Botanical Garden"" series"","1975, printed 1979","Gelatin silver print","board: 14 in x 18 in; paper: 10 in x 8 in",1991:37,1991_37.jpg
3243,"Johnson, Michael","Caladium, from the "Botanical Garden"" series"","1976, printed 1979","Gelatin silver print","paper: 8 in x 10 in",1991:38,1991_38.jpg
3244,"Benton-Harris, John","Winston Churchill Victory Ashtry-Made from Battle of Britan Air Plane Scrap-Antique Shop Window, Lower Addiscobe Road, Croydon Surrey, England",1990,"Gelatin silver print","paper: 11 in x 14 in",1991:39,1991_39.jpg
3245,"Hauser, Marc",Birdman,1991,"Gelatin silver print","paper: 14 in x 11 in",1991:40,1991_40.jpg
3246,"Mulvany, John","Untitled, from the "Cambodian Boat People"" series"",1982,"Gelatin silver print","paper: 10 in x 8 in",1991:50,1991_50.jpg
3247,"Natali, Enrico","Untitled, from the "Subway"" series"",1960,"Gelatin silver print","paper: 5 1/2 in x 5 1/2 in",1991:64,1991_64.JPG
3248,"Groover, Jan","Untitled #1308",1983,"Platinum palladium print","image: 7 1/2 in x 9 1/2 in; paper: 8 3/4 in x 12 in",1991:4,1991_4.jpg
3249,"Nagatani, Patrick","Rocket Lounge, Alamogordo, New Mexico",1989/1992,"Chromogenic development print","paper: 16 in x 20 in",1992:53,1992_53.jpg
3250,"Mulvany, John","Untitled, from the "Cambodian Boat People"" series"",1982,"Gelatin silver print","paper: 10 in x 8 in",1991:58,1991_58.jpg
3251,"Mulvany, John","Untitled, from the "Cambodian Boat People"" series"",1982,"Gelatin silver print","paper: 10 in x 8 in",1991:53,1991_53.jpg
3252,"Djurich, Milosh",Untitled,n.d.,"Gelatin silver print","paper: 14 in x 11 in",1987:17,1987_17.jpg
3253,"Djurich, Milosh",Untitled,n.d.,"Gelatin silver print","paper: 14 in x 11 in",1987:19,1987_19.jpg
3254,"Djurich, Milosh",Untitled,n.d.,"Gelatin silver print","paper: 14 in x 11 in",1987:21,1987_21.jpg
3255,"Morgan, Barbara","Madison Square","1938; printed 1980","Gelatin silver print","image: 12 in x 16 7/8 in; paper: 16 in x 20 in",1982:1,1982_1.jpg
3256,"Dovydenas, Jonas","American, Chicago",1969,"Gelatin silver print","paper: 8 in x 11 7/8 in",1989:118,1989_118.jpg
3257,"Dovydenas, Jonas","Funeral, Belfast",1971,"Gelatin silver print","paper: 8 in x 11 7/8 in",1989:120,1989_120.jpg
3258,"Cohen, Alan","Mexico (8-4)",1982,"Gelatin silver print","image: 11 3/4 in x 14 3/4 in; paper: 13 in x 16 in",1990:54,1990_54.jpg
3259,"Evans, Walker","Untitled (Brooklyn Bridge, New York)","1929, printed posthumously","Gelatin silver print","image/paper: 2 in x 4 5/8 in; mat: 14 in x 11 in",1988:72,1988_72.jpg
3260,"Evans, Walker","Brooklyn Bridge","1929, printed posthumously","Gelatin silver print","paper/ image: 3 15/16 in x 2 1/2 in",1988:73,1988_73.jpg
3261,"Frank, Robert","A Monument to Electricity + Photography , from the "Untitled"" portfolio"",1976,Lithograph,"paper: 25 in x 23 in",1993:4.2,1993_4_2.jpg
3262,"Morgan, Barbara","Valerie Bettis - Desperate Heart","1944; printed 1980","Gelatin silver print","image: 17 1/8 in x 13 3/4 in; paper: 20 in x 16 in",1982:24,1982_24.jpg
3263,"Jaffe, Jack A.",Untitled,n.d.,"Gelatin silver print","paper: 11 in x 14 in",1992:11,1992_11.JPG
3264,"Alvarez Bravo, Manuel","Manos en el 210 de Fernandez Leal, from the "Manuel Alvarez Bravo"" portfolio"","1976; portfolio 1977","Gelatin silver print","image: 7 in x 9 7/16 in; paper: 8 in x 10 in",1982:295.12,1982_295_12.JPG
3265,"Fielding, Jed","Merida #193",1986,"Gelatin silver print","paper: 16 in x 20 in",1992:35,1992_35.jpg
3266,"Worth, Don","Tree Near Palmar Notre, Costa Rica",1975,"Gelatin silver print","image: 15 1/2 in x 19 3/4 in; mat: 22 in x 28 in; paper: 20 in x 23 5/8 in",1980:38,1980_38.jpg
3267,"Evans, Walker","The Gulf of Mexico","1941, printed posthumously","Gelatin silver print","image/paper: 7 3/4 in x 9 9/16 in",1988:100,1988_100.jpg
3268,"Evans, Walker","The Gulf of Mexico","1941, printed posthumously","Gelatin silver print","image/paper: 3 5/8 in x 4 3/4 in",1988:101,1988_101.jpg
3269,"Evans, Walker","Negroes at Tallahassee","1941, printed posthumously","Gelatin silver print","paper: 6 1/2 in x 6 in",1988:104,1988_104.jpg
3270,"Evans, Walker","[Resort Photographer at Work]","1941, printed posthumously","Gelatin silver print","image/paper: 4 9/16 in x 6 in",1988:105,1988_105.jpg
3271,"Evans, Walker","[Mermaid Curio Shoppe, detail, Florida]","1941, printed posthumously","Gelatin silver print","image: 4 11/16 in x 4 3/4 in; paper: 5 in x 5 in",1988:106,1988_106.jpg
3272,"Evans, Walker","[Mermaid Curio Shoppe, Florida]","1941, printed posthumously","Gelatin silver print","image: 4 11/16 in x 4 3/4 in; paper: 5 1/8 in x 5 1/16 in",1988:107,1988_107.jpg
3273,"Evans, Walker","[Logging Landscape]","1941, printed posthumously","Gelatin silver print","image: 7 11/16 in x 9 7/8 in; paper: 8 in x 10 1/8 in",1988:108,1988_108.jpg
3274,"Evans, Walker","A Cypress Swamp","1941, printed posthumously","Gelatin silver print","image: 9 7/8 in x 7 5/8 in; paper: 10 3/16 in x 8 in",1988:109,1988_109.jpg
3275,"Evans, Walker","[Family on Sidewalk, Florida]","1941, printed posthumously","Gelatin silver print","image/paper: 4 9/16 in x 4 11/16 in",1988:144,1988_144.jpg
3276,"Evans, Walker","Descriptive Painting by a Sponge-Diver [Possibly by C. Coolidge]","1941, printed posthumously","Gelatin silver print","image/paper: 7 9/16 in x 9 13/16 in",1988:115,1988_115.jpg
3277,"Evans, Walker","Descriptive Painting by a Sponge-Diver [Possibly by C. Coolidge]","1941, printed posthumously","Gelatin silver print","image: 7 11/16 in x 9 7/8 in; paper: 8 in x 10 1/16 in",1988:116,1988_116.jpg
3278,"Evans, Walker","Long Boat Key","1941, printed posthumously","Gelatin silver print","image: 7 3/4 in x 9 1/2 in; paper: 8 1/16 in x 10 in",1988:117,1988_117.jpg
3279,"Uelsmann, Jerry N.","Free But Securely Held",1965,"Gelatin silver print","image: 13 11/16 in x 9 in; mat: 24 in x 20 in; paper: 14 in x 11 in",1982:124,1982_124.jpg
3280,"Smith, Michael A.","South Louisiana",1993,"Gelatin silver print","image/paper: 7 1/2 in x 19 11/16 in",1994:123,1994_123.jpg
3281,"McKinney, Rhondal","Lockport Railroad Station from Route 7 Bridge Over Canal, from Changing Chicago",1985,"Gelatin silver print","mat: 16 in x 20 in; paper: 8 in x 10 in",1995:154,1995_154.jpg
